LotFrontage,LotArea,LotShape,LandSlope,OverallQual,OverallCond,YearBuilt,YearRemodAdd,MasVnrArea,ExterQual,ExterCond,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageYrBlt,GarageFinish,GarageCars,GarageArea,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,ScreenPorch,TotalSF,TotalBaths,TotalPorchSF,HouseAge,RemodAge,IsRemodeled,HasGarage,HasFireplace,MSZoning_RL,MSZoning_RM,MSZoning_C (all),LotConfig_Corner,LotConfig_CulDSac,LandContour_Lvl,Neighborhood_NridgHt,Neighborhood_Crawfor,Neighborhood_NAmes,Neighborhood_Edwards,Neighborhood_IDOTRR,Neighborhood_OldTown,Condition1_Artery,BldgType_1Fam,HouseStyle_2Story,HouseStyle_1.5Fin,RoofStyle_Gable,RoofStyle_Hip,Exterior1st_VinylSd,Exterior1st_Wd Sdng,Exterior1st_BrkComm,Exterior2nd_VinylSd,Exterior2nd_Brk Cmn,MasVnrType_BrkFace,Foundation_CBlock,Foundation_PConc,Foundation_BrkTil,CentralAir_Y,CentralAir_N,Electrical_SBrkr,GarageType_Detchd,GarageType_Attchd,SaleType_WD,SaleCondition_Normal,SaleCondition_Abnorml,SaleCondition_Family,MSSubClass_30,MSSubClass_20,MoSold_8,MoSold_6,MoSold_3,MoSold_7,MoSold_2,MoSold_12,MoSold_11,YrSold_2007,YrSold_2009,YrSold_2008,YrSold_2010,YrSold_2006
50.0,9000,4,3,5,6,1880,1991,0.0,3,3,2,2,1,1,0,1,0,636,636,3,1089,661,1750,0,1,0,3,5,8,8,0,0,1937.0,1,1,240,0,0,0,293,0,2386,1.0,293,126,15,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
56.0,20431,2,3,9,5,2005,2006,870.0,5,3,5,3,1,6,1410,1,0,438,1848,5,1848,880,2728,1,2,1,4,5,10,8,2,5,2006.0,3,3,706,2,0,0,0,0,4576,3.5,0,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68.0,17542,3,3,7,7,1974,2003,0.0,4,3,3,3,4,2,125,5,1031,36,1192,3,1516,651,2167,1,2,1,3,4,9,8,2,4,1974.0,2,2,518,2,220,47,0,0,3359,3.5,47,33,4,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
78.0,12090,3,3,6,6,1981,1981,210.0,3,4,4,3,1,6,588,2,228,606,1422,3,1422,0,1422,0,2,0,3,4,7,8,1,3,1981.0,3,2,576,2,276,0,0,0,2844,2.0,0,27,27,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
107.0,13891,4,3,8,5,2007,2008,436.0,4,3,5,3,4,6,1400,1,0,310,1710,5,1710,0,1710,1,2,0,2,4,6,8,1,4,2007.0,2,3,866,2,0,102,0,0,3420,3.0,102,1,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
75.0,13125,4,2,6,5,1997,1998,215.0,3,3,4,3,4,6,994,1,0,484,1478,5,1493,0,1493,1,2,0,3,4,7,8,1,3,1997.0,3,2,508,2,140,39,0,0,2971,3.0,39,11,10,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
70.0,7700,4,3,6,5,1966,1966,351.0,3,3,3,3,1,1,0,1,0,756,756,3,1051,788,1839,0,1,1,4,3,7,8,1,3,1966.0,1,2,442,2,0,124,216,0,2595,1.5,340,44,44,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
71.0,26142,3,3,5,7,1962,1962,189.0,3,3,3,3,1,3,593,1,0,595,1188,3,1188,0,1188,0,1,0,3,3,6,8,0,0,1962.0,1,1,312,1,261,39,0,0,2376,1.0,39,48,48,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
52.0,6292,4,3,6,5,1930,1950,0.0,3,3,4,3,2,3,384,1,0,384,768,3,790,0,790,0,1,0,2,3,4,8,0,0,1925.0,1,1,160,2,0,141,0,0,1558,1.0,141,78,58,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
69.0,14850,3,3,5,5,1957,1957,0.0,3,3,3,3,1,3,895,1,0,197,1092,3,1092,0,1092,1,1,0,2,3,6,8,1,3,1957.0,3,1,299,2,268,0,0,122,2184,2.0,122,49,49,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
79.0,24090,4,3,7,7,1940,1950,0.0,3,4,3,3,2,1,0,1,0,1032,1032,5,1207,1196,2403,0,2,0,4,3,10,8,2,3,1940.0,1,1,349,2,56,0,318,0,3435,2.0,318,70,60,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
105.0,15578,3,3,6,5,2006,2006,0.0,4,3,4,3,1,1,0,1,0,728,728,4,728,728,1456,0,2,1,3,3,8,8,0,0,2006.0,2,2,429,2,0,0,0,0,2184,2.5,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107.0,10186,3,3,7,5,1992,1992,0.0,4,3,4,3,1,6,674,1,0,76,750,5,1061,862,1923,1,2,1,3,4,8,8,1,3,1992.0,2,2,564,2,240,39,0,0,2673,3.5,39,18,18,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
50.0,35133,4,2,5,4,1963,1963,226.0,3,3,3,3,4,3,1159,1,0,413,1572,4,1572,0,1572,1,1,1,3,3,5,8,2,3,1963.0,2,3,995,2,0,263,0,263,3144,2.5,526,44,44,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
63.0,9505,3,3,7,5,2001,2001,180.0,4,3,4,3,1,1,0,1,0,884,884,5,884,1151,2035,0,2,1,3,4,8,8,1,4,2001.0,3,2,434,2,144,48,0,0,2919,2.5,48,9,9,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
51.0,10480,4,3,6,5,1936,1950,0.0,3,3,3,3,1,1,0,1,0,1064,1064,5,1166,0,1639,0,1,0,3,3,6,3,0,0,1936.0,1,1,240,2,0,0,0,0,2230,1.0,0,72,58,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
65.0,10237,4,3,6,5,2005,2007,0.0,4,3,4,3,1,1,0,1,0,783,783,5,783,701,1484,0,2,1,3,4,8,8,1,4,2005.0,3,2,393,2,0,72,0,0,2267,2.5,72,2,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
80.0,9600,4,3,6,6,1955,1996,0.0,3,3,3,3,3,4,831,1,0,161,992,4,1661,0,1661,1,1,0,3,4,8,8,1,3,1955.0,2,1,377,2,0,28,0,178,2653,2.0,206,53,12,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
65.0,8125,4,3,6,5,1994,1998,258.0,3,3,4,3,1,6,1138,1,0,270,1408,5,1679,0,1679,1,2,0,3,4,7,8,1,2,1994.0,2,2,575,2,224,42,0,0,3087,3.0,42,14,10,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
79.0,9480,4,3,5,7,1942,1995,224.0,3,3,3,3,1,2,386,1,0,342,728,5,888,756,1644,0,1,1,3,4,7,8,2,4,1942.0,1,1,312,2,168,0,0,0,2372,1.5,0,65,12,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
64.0,7018,4,3,5,5,1979,1979,275.0,3,3,4,3,3,6,1086,1,0,0,1086,3,1224,0,1224,2,0,2,2,3,6,8,2,3,1979.0,1,2,528,2,120,0,0,0,2310,3.0,0,30,30,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
92.0,11932,4,3,8,5,2007,2008,186.0,4,3,4,3,1,1,0,1,0,1580,1580,5,1580,0,1580,0,2,0,3,4,7,8,0,0,2008.0,2,3,830,2,0,24,0,0,3160,2.0,24,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
41.0,12393,2,3,7,5,2004,2005,0.0,4,3,4,3,1,1,0,1,0,847,847,5,847,1101,1948,0,2,1,4,4,8,8,1,4,2004.0,3,2,434,2,100,48,0,0,2795,2.5,48,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80.0,8800,4,3,6,7,1963,1963,156.0,3,4,3,3,4,6,763,1,0,173,936,5,1054,0,1054,1,1,0,3,4,6,8,0,0,1963.0,2,2,480,2,120,0,0,0,1990,2.0,0,47,47,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
70.0,9100,4,3,5,5,1963,1963,336.0,3,3,3,3,1,3,1332,1,0,396,1728,3,1728,0,1728,1,2,0,6,3,10,8,0,0,1963.0,1,2,504,2,0,0,0,0,3456,3.0,0,43,43,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
70.0,9100,4,3,6,6,1959,1959,0.0,3,3,3,3,1,3,612,1,0,252,864,5,864,0,864,0,1,0,2,3,5,8,0,0,2008.0,1,1,300,2,0,0,0,0,1728,1.0,0,50,50,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
80.0,9760,4,2,6,8,1964,1993,340.0,3,3,3,3,4,4,536,3,117,169,822,4,1020,831,1851,0,2,1,3,4,7,8,1,2,1964.0,2,2,440,2,239,42,0,0,2673,2.5,42,43,14,1,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
80.0,8546,4,3,4,5,2003,2004,0.0,3,3,4,3,1,1,0,1,0,1121,1121,5,1121,0,1121,0,2,0,2,3,5,8,0,0,2003.0,2,2,440,2,132,64,0,0,2242,2.0,64,7,6,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
64.0,7018,4,3,5,5,1979,1979,0.0,3,3,0,0,0,0,0,0,0,0,0,3,1535,0,1535,0,2,0,4,3,8,8,0,0,1979.0,1,2,400,2,0,0,0,0,1535,2.0,0,30,30,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
34.0,5063,4,3,7,5,2007,2008,166.0,4,3,4,3,1,6,904,1,0,410,1314,5,1314,0,1314,1,2,0,2,4,6,8,1,4,2008.0,2,2,626,2,172,62,0,0,2628,3.0,62,2,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75.0,13710,4,3,5,5,1950,1950,0.0,3,3,3,3,1,4,420,1,0,490,910,3,910,648,1558,0,1,1,4,3,6,8,0,0,1950.0,1,1,282,2,289,0,0,0,2468,1.5,0,57,57,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
85.0,10000,4,3,8,5,2006,2006,410.0,4,3,4,4,3,1,0,1,0,1588,1588,5,1588,0,1588,0,2,0,3,4,7,8,1,4,2006.0,2,3,825,2,144,45,0,0,3176,2.0,45,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
63.0,10364,3,3,6,5,1995,1996,0.0,3,3,4,3,1,1,0,1,0,806,806,4,806,766,1572,0,2,1,3,3,7,8,1,3,1995.0,3,2,373,2,0,40,0,0,2378,2.5,40,12,11,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
55.0,7892,4,3,6,5,1993,1993,0.0,4,3,4,3,1,6,300,1,0,899,1199,5,1199,0,1199,0,2,0,2,4,5,8,0,0,1993.0,2,2,530,2,0,63,0,0,2398,2.0,63,15,15,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
66.0,7800,3,3,5,5,1964,1964,0.0,3,3,3,3,1,3,312,2,600,0,912,3,912,0,912,0,1,0,2,3,5,8,0,0,1964.0,1,1,288,2,0,0,0,0,1824,1.0,0,42,42,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
99.0,11851,4,3,7,5,1990,1990,0.0,3,3,4,3,1,1,0,1,0,1424,1424,5,1442,0,1442,0,2,0,3,3,5,8,0,0,1990.0,2,2,500,2,0,34,0,0,2866,2.0,34,19,19,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
75.0,9317,4,3,7,5,1993,1993,137.0,4,3,4,3,1,5,513,1,0,227,740,5,1006,769,1775,1,2,1,3,4,7,8,1,3,1993.0,1,2,425,2,234,72,192,0,2515,3.5,264,16,16,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
79.0,159000,2,1,6,7,1958,2006,472.0,4,3,4,3,4,3,697,1,0,747,1444,4,1444,700,2144,0,2,0,4,4,7,8,2,3,1958.0,3,2,389,2,0,98,0,0,3588,2.5,98,49,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
42.0,14892,3,3,9,5,2006,2007,160.0,5,3,5,3,4,6,1320,1,0,426,1746,5,1746,0,1746,1,2,0,3,5,7,8,2,4,2006.0,3,3,758,2,201,39,0,0,3492,3.0,39,3,2,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
85.0,10625,4,3,7,5,2005,2005,0.0,4,3,4,3,1,1,0,1,0,1026,1026,5,1026,932,1958,0,2,1,3,4,9,8,1,4,2005.0,3,3,936,2,154,210,0,0,2984,2.5,210,3,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
68.0,16157,3,3,5,7,1978,1978,0.0,3,3,4,3,4,5,680,3,391,289,1360,5,1432,0,1432,1,1,1,2,4,5,8,1,3,1978.0,1,2,588,2,168,180,0,0,2792,2.5,180,29,29,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
93.0,9382,3,3,7,5,1999,2000,125.0,4,3,4,3,1,1,0,1,0,1468,1468,5,1479,0,1479,0,2,0,3,4,6,8,0,0,1999.0,2,2,577,2,120,25,0,0,2947,2.0,25,9,8,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
45.0,8212,4,3,3,3,1914,1950,0.0,3,2,3,2,1,3,203,1,0,661,864,3,864,0,864,1,1,0,2,3,5,8,0,0,1938.0,1,1,200,2,0,0,96,0,1728,2.0,96,96,60,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
73.0,8750,3,3,5,6,1970,1970,76.0,3,3,3,3,1,4,828,1,0,174,1002,3,1002,0,1002,1,1,0,3,3,5,8,0,0,1973.0,1,2,902,2,0,0,0,0,2004,2.0,0,39,39,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
85.0,11475,4,3,6,6,1975,1975,0.0,3,3,4,3,1,5,550,1,0,163,713,3,811,741,1552,1,2,1,3,3,6,8,1,3,1975.0,2,2,434,2,209,208,0,0,2265,3.5,208,31,31,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
21.0,1936,4,3,4,6,1970,1970,0.0,3,3,4,3,3,4,131,6,499,0,630,4,630,0,630,1,1,0,1,3,3,8,0,0,0.0,0,0,0,2,0,0,0,0,1260,2.0,0,37,37,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
80.0,9600,4,3,6,8,1976,1976,0.0,3,3,4,3,4,5,978,1,0,284,1262,5,1262,0,1262,0,2,0,3,3,6,8,1,3,1976.0,2,2,460,2,298,0,0,0,2524,2.5,0,31,31,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
77.0,9965,4,3,7,5,2007,2007,220.0,4,3,5,3,3,6,984,1,0,280,1264,5,1282,1414,2696,1,2,1,4,5,10,8,1,4,2007.0,3,3,792,2,120,184,0,168,3960,3.5,352,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
48.0,6240,4,3,8,5,2006,2006,176.0,4,3,4,3,1,6,863,1,0,461,1324,5,1324,0,1324,1,2,0,2,4,6,8,1,4,2006.0,3,2,550,2,192,38,0,0,2648,3.0,38,3,3,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
88.0,12665,3,3,8,5,2005,2006,245.0,4,3,4,4,4,1,0,1,0,1094,1094,5,1133,1349,2482,0,2,1,4,4,9,8,1,4,2005.0,3,3,642,2,144,39,0,0,3576,2.5,39,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
24.0,2308,4,3,6,6,1976,1976,0.0,3,3,4,3,1,5,556,1,0,248,804,3,804,744,1548,1,2,1,3,4,7,8,1,3,1976.0,1,2,440,2,48,0,0,0,2352,3.5,0,31,31,0,1,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
50.0,9638,4,3,6,7,1919,1990,0.0,3,3,3,3,1,1,0,1,0,804,804,5,1699,748,2447,0,2,0,4,4,10,6,1,4,1969.0,1,1,336,2,272,0,42,116,3251,2.0,158,91,20,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
75.0,10215,4,3,4,5,1954,1954,132.0,3,3,3,3,1,5,492,1,0,372,864,5,948,0,948,0,1,0,3,3,5,8,0,0,1954.0,1,1,248,2,0,0,0,0,1812,1.0,0,53,53,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
73.0,9855,4,3,6,5,1956,1956,0.0,3,3,3,3,1,1,0,1,0,1436,1436,2,1689,0,1689,0,1,0,3,3,7,8,1,4,1956.0,1,2,480,2,0,0,0,0,3125,1.0,0,53,53,0,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
75.0,12000,4,3,7,7,1941,1950,0.0,3,3,3,3,1,3,275,1,0,429,704,5,860,704,1564,0,1,1,3,2,7,8,1,4,1941.0,1,1,234,2,0,0,0,0,2268,1.5,0,68,59,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
79.0,23595,4,1,7,6,1979,1979,0.0,4,3,4,3,4,6,1258,1,0,74,1332,3,1332,192,1524,2,0,1,0,4,4,8,1,3,1979.0,3,2,586,2,268,0,0,0,2856,2.5,0,31,31,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
54.0,6629,4,3,6,6,1925,1950,0.0,3,4,3,3,1,4,551,1,0,121,672,3,697,672,1369,1,2,0,3,3,6,8,0,0,1930.0,1,1,300,2,147,0,0,0,2041,3.0,0,84,59,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
95.0,13450,3,3,7,5,2002,2002,0.0,4,3,4,3,1,6,700,1,0,216,916,5,920,941,1861,1,2,1,3,4,8,8,0,0,2002.0,2,2,492,2,146,91,0,0,2777,3.5,91,4,4,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
80.0,9156,3,3,6,7,1968,1968,0.0,3,3,3,3,1,1,0,1,0,1489,1489,4,1489,0,1489,0,2,0,3,4,7,8,1,4,1968.0,2,2,462,2,0,0,0,0,2978,2.0,0,41,41,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
80.0,8700,4,3,5,6,1963,1963,148.0,3,4,3,3,2,5,776,1,0,344,1120,4,1128,0,1128,1,2,0,3,3,6,8,0,0,1963.0,2,2,525,2,192,20,123,0,2248,3.0,143,45,45,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
